gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection
SRSF5	SRSF5	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.5760349774559366	0.735981027612693	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.5760349774559366
NREP	NREP	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.5445970883740004	0.8353028039098662	4	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.5445970883740004
U2SURP	U2SURP	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.5242977240106623	0.5542487693257763	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.5242977240106623
CCSER2	CCSER2	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.6118311036789298	0.5165446071379614	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.5165446071379614
SRSF10	SRSF10	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.48640524661839046	0.5880818890049241	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.48640524661839046
SEPT11	SEPT11	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.5956530654090629	0.4543509190500994	4	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.4543509190500994
MARCH7	MARCH7	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.5052257525083612	0.43763938854544016	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.43763938854544016
HNRNPLL	HNRNPLL	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.5355351170568562	0.42864116460755297	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.42864116460755297
SCG5	SCG5	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.4249214373548299	0.6677224536993395	4	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.4249214373548299
RPL13A	RPL13A	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.41692865779927446	0.9973835912103849	4	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.41692865779927446
SREK1	SREK1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.49237040133779264	0.405379212884564	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.405379212884564
SRSF4	SRSF4	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.3983071342200726	0.4957491346424997	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.3983071342200726
EIF1AX	EIF1AX	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.39733550289840336	0.7097984499487138	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.39733550289840336
NEMF	NEMF	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.57924953865081	0.3972820692005954	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.3972820692005954
SCAF11	SCAF11	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.3750906892382104	0.38591923123406024	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.3750906892382104
TMA7	TMA7	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.3750906892382104	0.8784523270911901	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.3750906892382104
RABL6	RABL6	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.37502563051055976	0.41205001080018994	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.37502563051055976
SRSF3	SRSF3	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.3663259817105971	0.9042889039011586	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.3663259817105971
CERS5	CERS5	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.39311043566362713	0.3566843376012798	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.3566843376012798
BRK1	BRK1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.34965034965034963	0.7584887542260744	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.34965034965034963
MAP7D1	MAP7D1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.3454023773739582	0.40541690469284064	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.3454023773739582
KMT2C	KMT2C	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7551020408163265	0.34301134038354064	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.34301134038354064
KANSL1	KANSL1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.7277551020408163	0.3331268385515339	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.3331268385515339
KCNB2	KCNB2	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.8636734693877551	0.3330549774409767	4	2	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.3330549774409767
SRSF2	SRSF2	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.33028509951586876	0.8118808084313865	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.33028509951586876
ORC4	ORC4	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.5373639661426844	0.32601412178543987	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.32601412178543987
RPL35A	RPL35A	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3253553511705686	0.9902668585895835	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.3253553511705686
BBIP1	BBIP1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.3184334631945868	0.4672685850036198	4	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.3184334631945868
SRSF7	SRSF7	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.3167931105187615	0.7608400165479285	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.3167931105187615
SRSF6	SRSF6	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.3056428473835223	0.616699625280366	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.3056428473835223
MICU1	MICU1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.6016928657799274	0.30316078597310064	4	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.30316078597310064
KATNBL1	KATNBL1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.3610640870616687	0.2931943286957168	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.2931943286957168
ORC2	ORC2	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.4744860943168077	0.2849238956077377	4	2	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.2849238956077377
SLIRP	SLIRP	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.28020484949832775	0.6323384950061822	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.28020484949832775
MARCH1	MARCH1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.5735785953177257	0.2797030129155699	4	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.2797030129155699
EMC2	EMC2	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.2927466555183946	0.2796326383781994	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.2796326383781994
EMC3	EMC3	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.2789506688963211	0.3310277146814834	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.2789506688963211
AMER2	AMER2	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.27591973244147155	0.4861664817678394	4	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.27591973244147155
SREK1IP1	SREK1IP1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.3322533444816054	0.27356297974273236	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.27356297974273236
WDR45B	WDR45B	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.2694997310381926	0.28653385197970865	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.2694997310381926
CLASRP	CLASRP	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.25754884547069273	0.2603112057967736	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.25754884547069273
TPGS2	TPGS2	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.2534461910519952	0.4144946219232164	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.2534461910519952
IFT43	IFT43	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.2590084643288996	0.25178339567212793	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.25178339567212793
PITHD1	PITHD1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2522993311036789	0.24930798515024838	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.24930798515024838
MARCH5	MARCH5	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.24072081764389458	0.42361167062804655	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.24072081764389458
METTL16	METTL16	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.2634245187436677	0.24070787429316132	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.24070787429316132
CDKN2D	CDKN2D	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.23830016137708446	0.3950808260949058	4	2	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.23830016137708446
ERH	ERH	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.23668639053254437	0.8815159405514117	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.23668639053254437
SUGP2	SUGP2	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.6287625418060201	0.23593665846615192	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.23593665846615192
MZT1	MZT1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.23318988703604088	0.44712061394674296	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.23318988703604088
CMSS1	CMSS1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7235792019347037	0.2281488939667806	3	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.2281488939667806
CHP1	CHP1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.2503074190463178	0.22750242851152147	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.22750242851152147
TMEM230	TMEM230	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.22718884560180438	0.4035300611998561	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.22718884560180438
ORC3	ORC3	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.4005016722408027	0.22043171033243253	3	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.22043171033243253
NELFA	NELFA	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.3712374581939799	0.21516050633903777	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.21516050633903777
PGK1	PGK1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.255362754474655	0.21489021084024024	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.21489021084024024
KAT7	KAT7	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.222434758846837	0.21159174791989158	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.21159174791989158
FAM104A	FAM104A	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.21054788905588195	0.42160728728629465	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.21054788905588195
DENND6A	DENND6A	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.27642079806529624	0.2089299776996321	4	2	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.2089299776996321
COX20	COX20	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.20683162990855297	0.4557011719899969	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.20683162990855297
TUBB4B	TUBB4B	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.20370182040069154	0.5816716971543141	4	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.20370182040069154
MSANTD4	MSANTD4	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.2023785113799467	0.2079435340374766	4	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.2023785113799467
TRAPPC13	TRAPPC13	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3990157883945048	0.20205889594700926	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.20205889594700926
INIP	INIP	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.2638452237001209	0.19936767699930896	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.19936767699930896
APMAP	APMAP	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.3586626139817629	0.19909593072600512	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.19909593072600512
SRSF9	SRSF9	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.19714900484131254	0.5635634910551319	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.19714900484131254
DESI2	DESI2	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.1968423210990363	0.3325327760537554	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.1968423210990363
CAAP1	CAAP1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.19596571906354515	0.2600472390917061	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.19596571906354515
RTCB	RTCB	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.19456209864735619	0.4538532812311163	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.19456209864735619
HMCES	HMCES	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.00021486327043911477	0.19655521783181357	0.19448290047381617	4	3	0.42464433025234	0.006815655353197771	True	False	0.9166666666666667	0.19448290047381617
MOB1B	MOB1B	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.40562290969899667	0.19438558586282761	4	2	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.19438558586282761
PTBP3	PTBP3	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.45119147157190637	0.19123838749820704	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.19123838749820704
TRMT1L	TRMT1L	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.19047619047619047	0.2245589889582273	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.19047619047619047
CHTOP	CHTOP	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.19032654734253313	0.5345908648616822	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.19032654734253313
CCZ1	CCZ1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.19007586631125692	0.3898211170050522	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.19007586631125692
FRA10AC1	FRA10AC1	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.33904682274247494	0.1889357419762689	4	3	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.1889357419762689
SMIM8	SMIM8	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.4225958581094935	0.18885846407952922	4	2	0.42464433025234	0.04533132696218489	True	False	0.9166666666666667	0.18885846407952922
CCP110	CCP110	genomewide_same_symbol_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.0017167440604175456	0.296195652173913	0.18875678263645068	4	3	0.42464433025234	0.01922337276925927	True	False	0.9166666666666667	0.18875678263645068
