feature_row_1based	feature_id	feature_name	feature_type	feature_chrom	feature_start	feature_end	linked_gene	best_priority	model_terms_supported	target_sets	peak_category	selection_reason
115024	chr20:63573859-63574769	chr20:63573859-63574769	Peaks	chr20	63573859	63574769	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115025	chr20:63580648-63581465	chr20:63580648-63581465	Peaks	chr20	63580648	63581465	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115026	chr20:63592323-63593144	chr20:63592323-63593144	Peaks	chr20	63592323	63593144	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115027	chr20:63595481-63596229	chr20:63595481-63596229	Peaks	chr20	63595481	63596229	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115028	chr20:63603713-63604280	chr20:63603713-63604280	Peaks	chr20	63603713	63604280	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115029	chr20:63606357-63606954	chr20:63606357-63606954	Peaks	chr20	63606357	63606954	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115030	chr20:63626575-63627510	chr20:63626575-63627510	Peaks	chr20	63626575	63627510	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115031	chr20:63635129-63635993	chr20:63635129-63635993	Peaks	chr20	63635129	63635993	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115032	chr20:63636909-63637747	chr20:63636909-63637747	Peaks	chr20	63636909	63637747	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115033	chr20:63641464-63642363	chr20:63641464-63642363	Peaks	chr20	63641464	63642363	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115034	chr20:63652986-63653890	chr20:63652986-63653890	Peaks	chr20	63652986	63653890	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	gene_body_overlap	high_priority_promoter_gene_peak
115035	chr20:63657960-63658885	chr20:63657960-63658885	Peaks	chr20	63657960	63658885	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	proximal_10kb	proximal_peak
115036	chr20:63664550-63665453	chr20:63664550-63665453	Peaks	chr20	63664550	63665453	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115037	chr20:63675431-63676339	chr20:63675431-63676339	Peaks	chr20	63675431	63676339	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115038	chr20:63682446-63683135	chr20:63682446-63683135	Peaks	chr20	63682446	63683135	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115039	chr20:63707481-63708340	chr20:63707481-63708340	Peaks	chr20	63707481	63708340	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115040	chr20:63739219-63740110	chr20:63739219-63740110	Peaks	chr20	63739219	63740110	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
115041	chr20:63740682-63741524	chr20:63740682-63741524	Peaks	chr20	63740682	63741524	STMN3	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	distal_100kb	distal_context_peak
116494	chr21:37817763-37818632	chr21:37817763-37818632	Peaks	chr21	37817763	37818632	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116495	chr21:37821853-37822746	chr21:37821853-37822746	Peaks	chr21	37821853	37822746	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116496	chr21:37828234-37829128	chr21:37828234-37829128	Peaks	chr21	37828234	37829128	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116497	chr21:37842194-37843019	chr21:37842194-37843019	Peaks	chr21	37842194	37843019	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116498	chr21:37846028-37846894	chr21:37846028-37846894	Peaks	chr21	37846028	37846894	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116499	chr21:37855633-37856546	chr21:37855633-37856546	Peaks	chr21	37855633	37856546	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116500	chr21:37862317-37863147	chr21:37862317-37863147	Peaks	chr21	37862317	37863147	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116501	chr21:37865824-37866646	chr21:37865824-37866646	Peaks	chr21	37865824	37866646	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116502	chr21:37890549-37891317	chr21:37890549-37891317	Peaks	chr21	37890549	37891317	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116503	chr21:37904634-37905531	chr21:37904634-37905531	Peaks	chr21	37904634	37905531	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116504	chr21:37914110-37914846	chr21:37914110-37914846	Peaks	chr21	37914110	37914846	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	gene_edge_2kb	high_priority_promoter_gene_peak
116505	chr21:37916016-37916925	chr21:37916016-37916925	Peaks	chr21	37916016	37916925	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	gene_body_overlap	high_priority_promoter_gene_peak
116506	chr21:37937268-37938164	chr21:37937268-37938164	Peaks	chr21	37937268	37938164	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	gene_body_overlap	high_priority_promoter_gene_peak
116507	chr21:37948946-37949795	chr21:37948946-37949795	Peaks	chr21	37948946	37949795	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	gene_body_overlap	high_priority_promoter_gene_peak
116508	chr21:38012331-38013186	chr21:38012331-38013186	Peaks	chr21	38012331	38013186	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	gene_body_overlap	high_priority_promoter_gene_peak
116509	chr21:38047925-38048841	chr21:38047925-38048841	Peaks	chr21	38047925	38048841	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	gene_body_overlap	high_priority_promoter_gene_peak
116510	chr21:38091694-38092579	chr21:38091694-38092579	Peaks	chr21	38091694	38092579	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	gene_body_overlap	high_priority_promoter_gene_peak
116511	chr21:38126357-38127219	chr21:38126357-38127219	Peaks	chr21	38126357	38127219	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	proximal_10kb	proximal_peak
116512	chr21:38140086-38141015	chr21:38140086-38141015	Peaks	chr21	38140086	38141015	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116513	chr21:38165940-38166725	chr21:38165940-38166725	Peaks	chr21	38165940	38166725	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116514	chr21:38170066-38170972	chr21:38170066-38170972	Peaks	chr21	38170066	38170972	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
116515	chr21:38218942-38219713	chr21:38218942-38219713	Peaks	chr21	38218942	38219713	KCNJ6	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	distal_100kb	distal_context_peak
120267	chr3:13780492-13781411	chr3:13780492-13781411	Peaks	chr3	13780492	13781411	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120268	chr3:13782172-13783115	chr3:13782172-13783115	Peaks	chr3	13782172	13783115	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120269	chr3:13785711-13786533	chr3:13785711-13786533	Peaks	chr3	13785711	13786533	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120270	chr3:13788740-13789662	chr3:13788740-13789662	Peaks	chr3	13788740	13789662	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120271	chr3:13790359-13791213	chr3:13790359-13791213	Peaks	chr3	13790359	13791213	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120272	chr3:13792866-13793790	chr3:13792866-13793790	Peaks	chr3	13792866	13793790	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120273	chr3:13796567-13797381	chr3:13796567-13797381	Peaks	chr3	13796567	13797381	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120274	chr3:13811778-13812618	chr3:13811778-13812618	Peaks	chr3	13811778	13812618	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120275	chr3:13822778-13823619	chr3:13822778-13823619	Peaks	chr3	13822778	13823619	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120276	chr3:13839419-13840230	chr3:13839419-13840230	Peaks	chr3	13839419	13840230	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120277	chr3:13846794-13847612	chr3:13846794-13847612	Peaks	chr3	13846794	13847612	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120278	chr3:13872223-13873097	chr3:13872223-13873097	Peaks	chr3	13872223	13873097	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	proximal_10kb	proximal_peak
120279	chr3:13874604-13875494	chr3:13874604-13875494	Peaks	chr3	13874604	13875494	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	proximal_10kb	proximal_peak
120280	chr3:13880041-13880786	chr3:13880041-13880786	Peaks	chr3	13880041	13880786	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	gene_body_overlap	high_priority_promoter_gene_peak
120281	chr3:13895044-13895947	chr3:13895044-13895947	Peaks	chr3	13895044	13895947	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120282	chr3:13896464-13897207	chr3:13896464-13897207	Peaks	chr3	13896464	13897207	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120283	chr3:13932593-13933433	chr3:13932593-13933433	Peaks	chr3	13932593	13933433	WNT7A	high	FatePolarity;NicheSignal	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage;shared_neurogenic_niche_state	distal_100kb	distal_context_peak
120873	chr3:27632527-27633460	chr3:27632527-27633460	Peaks	chr3	27632527	27633460	EOMES	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
120874	chr3:27666460-27667368	chr3:27666460-27667368	Peaks	chr3	27666460	27667368	EOMES	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
120875	chr3:27680939-27681848	chr3:27680939-27681848	Peaks	chr3	27680939	27681848	EOMES	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
120876	chr3:27687841-27688675	chr3:27687841-27688675	Peaks	chr3	27687841	27688675	EOMES	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
120877	chr3:27688846-27689729	chr3:27688846-27689729	Peaks	chr3	27688846	27689729	EOMES	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	distal_100kb	distal_context_peak
120878	chr3:27711848-27712698	chr3:27711848-27712698	Peaks	chr3	27711848	27712698	EOMES	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	proximal_10kb	proximal_peak
120879	chr3:27721436-27722376	chr3:27721436-27722376	Peaks	chr3	27721436	27722376	EOMES	high	FatePolarity	anterior_telencephalic_pattern;dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	gene_body_overlap	high_priority_promoter_gene_peak
121631	chr3:44685110-44686004	chr3:44685110-44686004	Peaks	chr3	44685110	44686004	KIAA1143	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
121632	chr3:44712225-44713154	chr3:44712225-44713154	Peaks	chr3	44712225	44713154	KIAA1143	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
121633	chr3:44729130-44730050	chr3:44729130-44730050	Peaks	chr3	44729130	44730050	KIAA1143	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
121634	chr3:44761259-44762169	chr3:44761259-44762169	Peaks	chr3	44761259	44762169	KIAA1143	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	gene_body_overlap	gene_body_peak
121635	chr3:44845534-44846386	chr3:44845534-44846386	Peaks	chr3	44845534	44846386	KIAA1143	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
121636	chr3:44861419-44862332	chr3:44861419-44862332	Peaks	chr3	44861419	44862332	KIAA1143	medium	ConstructionBalance	Tier 5 exploratory non-identical ortholog	distal_100kb	distal_context_peak
122314	chr3:55469829-55470694	chr3:55469829-55470694	Peaks	chr3	55469829	55470694	WNT5A	high	NicheSignal	shared_neurogenic_niche_state	distal_100kb	distal_context_peak
122315	chr3:55481040-55481827	chr3:55481040-55481827	Peaks	chr3	55481040	55481827	WNT5A	high	NicheSignal	shared_neurogenic_niche_state	gene_body_overlap	high_priority_promoter_gene_peak
122316	chr3:55484834-55485680	chr3:55484834-55485680	Peaks	chr3	55484834	55485680	WNT5A	high	NicheSignal	shared_neurogenic_niche_state	gene_body_overlap	high_priority_promoter_gene_peak
