sample_accession	donor_id	feature_index_0based	feature_id	feature_name	gene	feature_chrom	feature_start	feature_end	best_priority	model_terms_supported	target_sets	feature_type	linked_gene	peak_category	selection_reason
GSM9558427	H628	109763	chr3:120872874-120873763	chr3:120872874-120873763	STXBP5L	chr3	120872874	120873763	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109764	chr3:120879266-120880117	chr3:120879266-120880117	STXBP5L	chr3	120879266	120880117	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109765	chr3:120907694-120908555	chr3:120907694-120908555	STXBP5L	chr3	120907694	120908555	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	109766	chr3:120928745-120929518	chr3:120928745-120929518	STXBP5L	chr3	120928745	120929518	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109767	chr3:120930946-120931582	chr3:120930946-120931582	STXBP5L	chr3	120930946	120931582	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109768	chr3:120931693-120932188	chr3:120931693-120932188	STXBP5L	chr3	120931693	120932188	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	109769	chr3:120966575-120967503	chr3:120966575-120967503	STXBP5L	chr3	120966575	120967503	high	ConstructionBalance	Tier 2 high-confidence wiring/synaptic executor;downstream_synaptic_excitability	Peaks	STXBP5L	distal_100kb	distal_context_peak
GSM9558427	H628	108314	chr3:63193372-63194315	chr3:63193372-63194315	SYNPR	chr3	63193372	63194315	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	distal_100kb	distal_context_peak
GSM9558427	H628	108315	chr3:63207944-63208846	chr3:63207944-63208846	SYNPR	chr3	63207944	63208846	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	distal_100kb	distal_context_peak
GSM9558427	H628	108316	chr3:63228319-63229092	chr3:63228319-63229092	SYNPR	chr3	63228319	63229092	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	distal_100kb	distal_context_peak
GSM9558427	H628	108317	chr3:63229863-63230769	chr3:63229863-63230769	SYNPR	chr3	63229863	63230769	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	distal_100kb	distal_context_peak
GSM9558427	H628	108318	chr3:63231414-63232228	chr3:63231414-63232228	SYNPR	chr3	63231414	63232228	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	distal_100kb	distal_context_peak
GSM9558427	H628	108319	chr3:63243911-63244855	chr3:63243911-63244855	SYNPR	chr3	63243911	63244855	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	distal_100kb	distal_context_peak
GSM9558427	H628	108320	chr3:63276444-63277191	chr3:63276444-63277191	SYNPR	chr3	63276444	63277191	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_edge_2kb	high_priority_promoter_gene_peak
GSM9558427	H628	108321	chr3:63278035-63278791	chr3:63278035-63278791	SYNPR	chr3	63278035	63278791	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108322	chr3:63279122-63279889	chr3:63279122-63279889	SYNPR	chr3	63279122	63279889	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108323	chr3:63290468-63291386	chr3:63290468-63291386	SYNPR	chr3	63290468	63291386	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108324	chr3:63295569-63296418	chr3:63295569-63296418	SYNPR	chr3	63295569	63296418	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108325	chr3:63303644-63304363	chr3:63303644-63304363	SYNPR	chr3	63303644	63304363	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108326	chr3:63312254-63313148	chr3:63312254-63313148	SYNPR	chr3	63312254	63313148	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108327	chr3:63315869-63316771	chr3:63315869-63316771	SYNPR	chr3	63315869	63316771	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108328	chr3:63318649-63319544	chr3:63318649-63319544	SYNPR	chr3	63318649	63319544	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108329	chr3:63321533-63322378	chr3:63321533-63322378	SYNPR	chr3	63321533	63322378	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108330	chr3:63324677-63325033	chr3:63324677-63325033	SYNPR	chr3	63324677	63325033	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108331	chr3:63325160-63325914	chr3:63325160-63325914	SYNPR	chr3	63325160	63325914	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108332	chr3:63328019-63328937	chr3:63328019-63328937	SYNPR	chr3	63328019	63328937	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108333	chr3:63333491-63334229	chr3:63333491-63334229	SYNPR	chr3	63333491	63334229	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108334	chr3:63343418-63344212	chr3:63343418-63344212	SYNPR	chr3	63343418	63344212	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108335	chr3:63349438-63350109	chr3:63349438-63350109	SYNPR	chr3	63349438	63350109	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108336	chr3:63350884-63351725	chr3:63350884-63351725	SYNPR	chr3	63350884	63351725	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108337	chr3:63372104-63372902	chr3:63372104-63372902	SYNPR	chr3	63372104	63372902	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108338	chr3:63427226-63428002	chr3:63427226-63428002	SYNPR	chr3	63427226	63428002	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	108339	chr3:63444478-63445093	chr3:63444478-63445093	SYNPR	chr3	63444478	63445093	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	gene_edge_2kb	high_priority_promoter_gene_peak
GSM9558427	H628	108340	chr3:63477314-63478074	chr3:63477314-63478074	SYNPR	chr3	63477314	63478074	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	distal_100kb	distal_context_peak
GSM9558427	H628	108341	chr3:63478710-63479565	chr3:63478710-63479565	SYNPR	chr3	63478710	63479565	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	distal_100kb	distal_context_peak
GSM9558427	H628	108342	chr3:63491891-63492801	chr3:63491891-63492801	SYNPR	chr3	63491891	63492801	high	ConstructionBalance	downstream_synaptic_excitability	Peaks	SYNPR	distal_100kb	distal_context_peak
GSM9558427	H628	60766	chr12:78768550-78769426	chr12:78768550-78769426	SYT1	chr12	78768550	78769426	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	distal_100kb	distal_context_peak
GSM9558427	H628	60767	chr12:78799471-78800347	chr12:78799471-78800347	SYT1	chr12	78799471	78800347	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	distal_100kb	distal_context_peak
GSM9558427	H628	60768	chr12:78800530-78801341	chr12:78800530-78801341	SYT1	chr12	78800530	78801341	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	distal_100kb	distal_context_peak
GSM9558427	H628	60769	chr12:78863356-78864145	chr12:78863356-78864145	SYT1	chr12	78863356	78864145	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60770	chr12:78864275-78865115	chr12:78864275-78865115	SYT1	chr12	78864275	78865115	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60771	chr12:78871345-78872235	chr12:78871345-78872235	SYT1	chr12	78871345	78872235	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60772	chr12:78878763-78879545	chr12:78878763-78879545	SYT1	chr12	78878763	78879545	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60773	chr12:78885218-78886131	chr12:78885218-78886131	SYT1	chr12	78885218	78886131	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60774	chr12:78886925-78887840	chr12:78886925-78887840	SYT1	chr12	78886925	78887840	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60775	chr12:78897130-78897706	chr12:78897130-78897706	SYT1	chr12	78897130	78897706	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60776	chr12:78898241-78899134	chr12:78898241-78899134	SYT1	chr12	78898241	78899134	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60777	chr12:78900221-78901045	chr12:78900221-78901045	SYT1	chr12	78900221	78901045	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60778	chr12:78901946-78902496	chr12:78901946-78902496	SYT1	chr12	78901946	78902496	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60779	chr12:78906147-78907069	chr12:78906147-78907069	SYT1	chr12	78906147	78907069	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60780	chr12:78914759-78915647	chr12:78914759-78915647	SYT1	chr12	78914759	78915647	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60781	chr12:78916604-78917280	chr12:78916604-78917280	SYT1	chr12	78916604	78917280	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60782	chr12:78917958-78918865	chr12:78917958-78918865	SYT1	chr12	78917958	78918865	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60783	chr12:78931356-78932265	chr12:78931356-78932265	SYT1	chr12	78931356	78932265	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60784	chr12:78937883-78938744	chr12:78937883-78938744	SYT1	chr12	78937883	78938744	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60785	chr12:78951490-78952348	chr12:78951490-78952348	SYT1	chr12	78951490	78952348	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60786	chr12:78975164-78976019	chr12:78975164-78976019	SYT1	chr12	78975164	78976019	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60787	chr12:78977201-78978021	chr12:78977201-78978021	SYT1	chr12	78977201	78978021	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60788	chr12:78987006-78987953	chr12:78987006-78987953	SYT1	chr12	78987006	78987953	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60789	chr12:79002760-79003544	chr12:79002760-79003544	SYT1	chr12	79002760	79003544	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60790	chr12:79006614-79007337	chr12:79006614-79007337	SYT1	chr12	79006614	79007337	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60791	chr12:79008278-79009170	chr12:79008278-79009170	SYT1	chr12	79008278	79009170	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60792	chr12:79010000-79010818	chr12:79010000-79010818	SYT1	chr12	79010000	79010818	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60793	chr12:79019853-79020770	chr12:79019853-79020770	SYT1	chr12	79019853	79020770	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60794	chr12:79020963-79021689	chr12:79020963-79021689	SYT1	chr12	79020963	79021689	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60795	chr12:79023023-79023765	chr12:79023023-79023765	SYT1	chr12	79023023	79023765	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60796	chr12:79023887-79024423	chr12:79023887-79024423	SYT1	chr12	79023887	79024423	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
GSM9558427	H628	60797	chr12:79045579-79046318	chr12:79045579-79046318	SYT1	chr12	79045579	79046318	high	ConstructionBalance;EpigenomicCompatibility	downstream_neurite_synapse_construction;downstream_synaptic_excitability	Peaks	SYT1	gene_body_overlap	high_priority_promoter_gene_peak
